timeindex,ar1,var,frequency,sd,sk,kurt,cv,returnrate,densratio,acf1
207,0.682152479550654,ctotal,5y,2.10547291210179,0.904741668200133,4.31310803455524,11.1220234691229,1.46594790750994,27.530953270996,0.681816989516421
208,0.679843548490226,ctotal,5y,2.10595652784594,0.904850606701957,4.31086179320732,11.1717174629277,1.47092665984809,26.399740201686,0.676078092087862
209,0.684901177270032,ctotal,5y,2.11945605851579,0.899104610585847,4.24895042400577,12.4581489427641,1.46006465339413,26.0873431327765,0.674435387699023
210,0.699680555423361,ctotal,5y,2.14830922145519,0.869619061729444,4.13327200819219,15.6243422448822,1.4292236539215,27.1577258871145,0.6799587165475
211,0.721530509979798,ctotal,5y,2.23504874922445,0.703822945942313,4.09472855000296,52.0626013559231,1.38594277881333,24.278493107246,0.664382313669444
212,0.695101320086603,ctotal,5y,2.23158837384404,0.7635361252456,4.21209614522299,-68.5091070277831,1.43863918985999,27.734176482107,0.682814786975735
213,0.698603198515858,ctotal,5y,2.21323366863596,0.834907503550339,4.41183557635212,-23.1813162893435,1.43142774342351,30.1587341362052,0.69401452203071
214,0.697087242557666,ctotal,5y,2.21806712190527,0.825005535975333,4.36791545568291,-24.9921996019058,1.43454067001847,29.3194412305479,0.690277818919579
215,0.687991758198803,ctotal,5y,2.21456307564109,0.775016117952184,4.32025550231717,-55.8836473642248,1.45350578416528,27.842863586583,0.683344439821668
216,0.684358722899636,ctotal,5y,2.18152486682992,0.783755373876537,4.4480723089311,191.336401152289,1.46122196815581,28.0105010185015,0.684155994037563
217,0.685088862929673,ctotal,5y,2.1758164225693,0.732054655307934,4.40231957221588,30.8279875058294,1.45966465682081,26.8265164279474,0.678280974324437
218,0.677048192751094,ctotal,5y,2.16857140143013,0.699013673370874,4.4122056542407,20.8220944259527,1.47699973311595,26.4048504334386,0.676104748803015
219,0.665071683227805,ctotal,5y,2.15802950465799,0.700806659400379,4.46866483218864,18.2562104310302,1.50359731923434,23.9355314064443,0.662364045715612
220,0.693776434269207,ctotal,5y,2.16350146351598,0.691224163084717,4.44657089912361,18.9619963299819,1.44138651964066,26.0514203374689,0.674244817777209
221,0.699014456713503,ctotal,5y,2.18526356329145,0.70886766249561,4.35985833460774,32.0968085383894,1.43058557715904,28.1352289481573,0.684755632815735
222,0.713997245187731,ctotal,5y,2.22982944023798,0.676661445936202,4.1968237577486,187.13204110721,1.40056562786467,28.4187724296874,0.686105709486207
223,0.731859928401785,ctotal,5y,2.28699279191314,0.604195535315766,4.02216943961155,-54.4788360737769,1.36638168205735,30.5292789606194,0.695620346794532
224,0.710444223398451,ctotal,5y,2.29199171694391,0.621311796962285,4.00761205145485,-38.3340468486358,1.40757003444471,33.4406983813781,0.70739142415894
225,0.706593910214426,ctotal,5y,2.29108293138464,0.626580810406788,4.01789034048985,-36.1094885492214,1.4152400488373,33.1315643341661,0.706207862115525
226,0.706227781980541,ctotal,5y,2.29107352265701,0.626846119603286,4.01817204312079,-35.9982998195499,1.4159737488599,33.1313154952462,0.706206903441412
227,0.706332118013157,ctotal,5y,2.29150025290513,0.644915274979222,4.03108138351651,-29.4395125110086,1.41576458792912,33.0102574259788,0.705739368167186
228,0.704746250102647,ctotal,5y,2.29296116425398,0.631671912394644,4.01038965883582,-33.5064568395637,1.41895043762822,32.5293582113005,0.703859143822999
229,0.70600537961499,ctotal,5y,2.29389890930874,0.597921120262083,3.97554742399375,-54.6341168409539,1.41641980199264,32.5996583388658,0.704136321525132
230,0.709146765009347,ctotal,5y,2.32356473036582,0.543370635592584,3.77187979479393,236.591856561257,1.41014533146297,29.4906421750074,0.691051545905163
231,0.714560804172029,ctotal,5y,2.30328703978165,0.514957897219029,3.83509088629452,38.8842346087369,1.39946103139356,35.1045886238364,0.713518768400168
232,0.714844231058136,ctotal,5y,2.30754885575714,0.49975630486747,3.79824231750397,32.7822011691703,1.39890616242334,34.614690539111,0.711755878942577
233,0.722393883758678,ctotal,5y,2.33284752112878,0.480584266705178,3.65699945460746,23.9254426901088,1.38428636022901,32.5824847554113,0.704068683912844
234,0.70862814331679,ctotal,5y,2.33064300375118,0.493832908273004,3.6787807954425,26.5477296677348,1.41117737057326,33.7479649720926,0.708553379433219
