YEAR,PID,OC,g1,sla_random,wd_random,sla_ocp,wd_ocp,g1_ocp
1997,3034,0.02164101262591326,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00037414089965387935,0.01225186277097938,0.0634617416059091
1998,3034,0.01308892818177204,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002262880878119975,0.007410177826441163,0.03838296259645869
1999,3034,0.01481625846411823,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002561510575818384,0.008388090179494444,0.043448316512248016
2000,3034,0.02622549825519294,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00045339983302445204,0.014847327677191982,0.07690563387798216
2001,3034,0.015434775576782888,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002668442979113865,0.00873825802592857,0.045262102856781464
2002,3034,0.010960434317852224,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0001894895967746071,0.0062051503547418466,0.03214120626385075
2003,3034,0.009530075061936009,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00016476081406524614,0.005395365451437393,0.027946712638636455
2004,3034,0.021575187060812438,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0003730028736024756,0.01221459622507516,0.0632687097420263
2005,3034,0.016533544472100932,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00028584037679698087,0.009360316057831278,0.04848421583849048
2006,3034,0.023595711431235844,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0004079347327899521,0.013358497748528127,0.06919384816880735
2007,3034,0.02007969922002263,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00034714811459251346,0.011367939364892686,0.05888322813044314
2008,3034,0.016761246510265327,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00028977700614443746,0.0094892274989217,0.049151946510752303
2009,3034,0.01451275967816027,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002509040152744834,0.008216267097968985,0.04255831372609796
2010,3034,0.017967627229707298,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0003106335333088204,0.010172208987803608,0.05268962854157855
2011,3034,0.01432922505526603,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00024773097480201205,0.008112360637938963,0.04202010292167815
2012,3034,0.0229691001620395,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00039710155654062735,0.013003747468878545,0.06735632590769683
2013,3034,0.024156575666586112,2.932475605597083,0.017288511684794162,0.5661409187622221,0.00041763124067638834,0.013676025942030198,0.07083856885702386
2014,3034,0.01523833367493651,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0002634481097959322,0.008627044227133862,0.04468604177169986
2015,3034,0.017786554895053926,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0003075030621353726,0.010069696529900527,0.05215863833735902
2016,3034,0.022303547839292844,2.932475605597083,0.017288511684794162,0.5661409187622221,0.0003855951474319799,0.012626951065394423,0.06540460995699379
1979,3060,0.02487580463285695,15.76342286011235,0.036080413431983115,0.3185495843929607,0.0008975293156067197,0.007924177227237067,0.3921278274132659
1980,3060,0.010325123252621929,15.76342286011235,0.036080413431983115,0.3185495843929607,0.0003725347156907814,0.00328906372092881,0.1627592839138581
